"","time","GNSS_ID","SV_ID","C","C_std","L","L_std","D","D_std","S","NLOS"
"17228",126870.799999968,"GPS",6,22799615.086478,20.48,119812784.974217,0.06,951.5137,8.192,33,1
"17229",126870.799999968,"Glonass",9,21771121.6458932,20.48,116093178.416847,0.06,-3017.773,8.192,30,1
"17230",126870.799999968,"GPS",24,21364020.7174344,10.24,112268686.055887,0.06,-2298.34,4.096,38,1
"17231",126870.799999968,"GPS",17,25215688.1421146,40.96,132509334.671495,0.06,-3130.017,16.384,15,1
"17232",126870.799999968,"GPS",2,23354968.0479155,10.24,122731185.265073,0.028,2778.216,4.096,42,1
"17233",126870.799999968,"GPS",25,21135823.9801121,2.56,111069499.968443,0.012,2448.487,0.512,43,0
"17234",126870.999999968,"GPS",12,19827395.5861904,0.32,104193668.668234,0.004,106.1904,0.128,51,0
"17235",126870.999999968,"Glonass",20,19693618.2005228,2.56,105310652.892633,0.016,2038.746,1.024,35,0
"17236",126870.999999968,"Glonass",2,22642043.0056309,2.56,120822542.699169,0.012,1043.69,1.024,44,1
"17237",126870.999999968,"GPS",32,22209225.9399547,2.56,116710287.278288,0.016,481.6626,1.024,43,0
"17238",126870.999999968,"Glonass",1,22785110.4441424,20.48,121799494.279136,0.06,-2487.373,16.384,31,1
"17239",126870.999999968,"Glonass",10,19092077.7919318,0.32,101771561.211609,0.004,-48.19775,0.128,47,0
"17240",126870.999999968,"Glonass",21,22479137.8861393,20.48,120290449.658352,0.06,4737.013,8.192,26,1
"17241",126870.999999968,"GPS",29,23677771.018562,20.48,124427582.877827,0.024,4116.091,4.096,43,0
"17242",126870.999999968,"Glonass",19,20889363.2428208,10.24,111744055.212307,0.06,-2423.975,4.096,37,0
"17243",126870.999999968,"GPS",14,22581927.6337256,5.12,118668875.73897,0.016,1449.136,2.048,46,0
"17244",126870.999999968,"Glonass",11,20885138.7065707,2.56,111603844.772613,0.012,3312.958,1.024,46,0
"17245",126870.999999968,"GPS",6,22799578.8380132,20.48,119812595.257257,0.06,950.1508,8.192,28,1
"17246",126870.999999968,"Glonass",9,21771237.5807773,20.48,116093795.748418,0.06,-3011.02,8.192,29,1
"17247",126870.999999968,"GPS",24,21364107.9685231,10.24,112269144.8715,0.028,-2292.639,4.096,37,1
"17248",126870.999999968,"GPS",2,23354862.2734207,20.48,122730628.828091,0.06,2792.041,8.192,35,1
"17249",126870.999999968,"GPS",25,21135730.281168,2.56,111069010.551306,0.016,2447.839,1.024,44,0
"17250",126871.199999968,"GPS",12,19827391.7820429,0.32,104193647.434236,0.004,106.0945,0.128,51,0
"17251",126871.199999968,"Glonass",20,19693542.8635703,2.56,105310245.44537,0.012,2037.802,1.024,35,0
"17252",126871.199999968,"Glonass",2,22642005.7625037,2.56,120822333.7887,0.012,1043.854,1.024,44,1
"17253",126871.199999968,"GPS",32,22209208.0709318,2.56,116710191.226074,0.016,479.8958,1.024,44,0
"17254",126871.199999968,"Glonass",1,22785203.1527867,20.48,121799989.552343,0.06,-2479.811,8.192,30,1
"17255",126871.199999968,"Glonass",10,19092079.5413161,0.32,101771570.834547,0.004,-47.97925,0.128,47,0
"17256",126871.199999968,"Glonass",21,22478962.3849369,20.48,120289511.20959,0.06,4740.363,8.192,26,1
"17257",126871.199999968,"GPS",29,23677612.4091704,10.24,124426759.656994,0.02,4116.31,2.048,43,0
"17258",126871.199999968,"Glonass",19,20889453.778913,10.24,111744539.34551,0.028,-2419.226,4.096,37,0
"17259",126871.199999968,"GPS",14,22581872.0591446,2.56,118668585.859954,0.012,1450.192,1.024,46,0
"17260",126871.199999968,"Glonass",11,20885014.4479327,2.56,111603182.056744,0.012,3313.525,1.024,46,0
"17261",126871.199999968,"GPS",6,22799543.7150874,20.48,119812410.809048,0.06,955.9856,8.192,28,1
"17262",126871.199999968,"Glonass",9,21771353.7774147,20.48,116094415.500493,0.06,-2995.288,8.192,29,1
"17263",126871.199999968,"GPS",24,21364195.2108867,10.24,112269603.441948,0.024,-2291.993,4.096,41,1
"17264",126871.199999968,"GPS",17,25215929.4524507,40.96,132510602.679755,0.06,-3130.017,16.384,14,1
"17265",126871.199999968,"GPS",2,23354758.8241674,20.48,122730085.787124,0.06,2811.279,8.192,38,1
"17266",126871.199999968,"GPS",25,21135639.8192392,2.56,111068521.12946,0.016,2448.112,1.024,44,0
"17267",126871.399999968,"GPS",12,19827387.7205047,0.32,104193626.198322,0.004,106.0486,0.128,51,0
"17268",126871.399999968,"Glonass",20,19693467.2386892,2.56,105309838.009398,0.012,2037.671,1.024,35,0
"17269",126871.399999968,"Glonass",2,22641967.6730409,2.56,120822124.776118,0.012,1044.866,1.024,44,1
"17270",126871.399999968,"GPS",32,22209189.6478644,5.12,116710079.021167,0.06,487.0605,2.048,39,0
"17271",126871.399999968,"Glonass",10,19092081.334326,0.32,101771580.446727,0.004,-48.13916,0.128,46,0
"17272",126871.399999968,"Glonass",21,22478785.6971198,20.48,120288564.72799,0.06,4730.139,8.192,26,1
"17273",126871.399999968,"GPS",29,23677458.0314566,10.24,124425936.516303,0.016,4115.451,2.048,43,0
"17274",126871.399999968,"Glonass",19,20889545.6935723,20.48,111745031.054986,0.06,-2428.858,8.192,36,0
"17275",126871.399999968,"GPS",14,22581817.0647834,2.56,118668295.970055,0.012,1449.585,1.024,45,0
"17276",126871.399999968,"Glonass",11,20884890.5731996,2.56,111602519.298399,0.012,3313.519,1.024,44,0
"17277",126871.399999968,"GPS",6,22799508.9237158,20.48,119812227.12536,0.06,958.4094,8.192,32,1
"17278",126871.399999968,"GPS",24,21364282.4314375,5.12,112270062.129674,0.02,-2293.594,4.096,45,1
"17279",126871.399999968,"GPS",17,25216048.0921185,40.96,132511226.683884,0.06,-3130.017,16.384,14,1
"17280",126871.399999968,"GPS",2,23354651.7496314,20.48,122729522.582296,0.06,2792.578,16.384,35,1
"17281",126871.399999968,"GPS",25,21135547.8391415,5.12,111068031.861344,0.02,2446.194,1.024,42,0
"17282",126871.599999968,"GPS",12,19827383.5280899,0.32,104193604.966089,0.004,105.8608,0.128,51,0
"17283",126871.599999968,"Glonass",20,19693391.849386,2.56,105309430.644096,0.012,2035.253,1.024,35,0
"17284",126871.599999968,"Glonass",2,22641927.6727793,2.56,120821915.778406,0.012,1044.797,1.024,46,1
"17285",126871.599999968,"GPS",32,22209171.342586,5.12,116709982.41711,0.028,480.1208,2.048,41,0
"17286",126871.599999968,"Glonass",10,19092083.1186108,0.32,101771590.064053,0.004,-48.42505,0.128,47,0
"17287",126871.599999968,"Glonass",21,22478609.6462355,20.48,120287623.215073,0.06,4723.335,8.192,26,1
"17288",126871.599999968,"GPS",29,23677298.060948,10.24,124425113.41151,0.016,4115.308,2.048,45,0
"17289",126871.599999968,"Glonass",19,20889638.1491885,20.48,111745525.709124,0.06,-2424.561,8.192,36,0
"17290",126871.599999968,"GPS",14,22581761.6428919,2.56,118668006.140525,0.012,1449.089,1.024,42,0
"17291",126871.599999968,"Glonass",11,20884766.0091828,1.28,111601856.540132,0.012,3313.36,0.512,44,0
"17292",126871.599999968,"GPS",6,22799477.081431,20.48,119812060.640947,0.06,959.4053,8.192,27,1
"17293",126871.599999968,"Glonass",9,21771587.5318064,20.48,116095662.578503,0.06,-3043.047,8.192,29,1
"17294",126871.599999968,"GPS",24,21364369.7785024,5.12,112270520.884979,0.016,-2294.911,2.048,48,0
"17295",126871.599999968,"GPS",17,25216168.1408915,40.96,132511857.688014,0.06,-3130.017,16.384,13,1
"17296",126871.599999968,"GPS",2,23354546.4768303,20.48,122728969.499003,0.06,2789.648,8.192,39,1
"17297",126871.599999968,"GPS",25,21135452.9753953,5.12,111067541.856967,0.024,2446.796,2.048,44,0
"17298",126871.799999968,"GPS",12,19827379.2833245,0.32,104193583.694155,0.004,106.761,0.128,51,0
"17299",126871.799999968,"Glonass",20,19693314.7761368,2.56,105309023.240573,0.012,2037.007,1.024,35,0
"17300",126871.799999968,"Glonass",2,22641886.8174571,2.56,120821706.805913,0.012,1044.639,1.024,45,1
"17301",126871.799999968,"GPS",32,22209153.3819494,5.12,116709888.227305,0.06,487.7441,2.048,41,0
"17302",126871.799999968,"Glonass",1,22785490.3441077,20.48,121801525.180919,0.06,-2516.334,8.192,30,1
"17303",126871.799999968,"Glonass",10,19092084.9028955,0.32,101771599.647507,0.004,-47.56298,0.128,46,0
"17304",126871.799999968,"Glonass",21,22478433.9530808,20.48,120286683.412246,0.06,4732.521,8.192,26,1
"17305",126871.799999968,"GPS",29,23677148.3337173,5.12,124424290.381138,0.012,4115.196,1.024,45,0
"17306",126871.799999968,"Glonass",19,20889730.2558003,20.48,111746018.55422,0.06,-2421.729,8.192,35,0
"17307",126871.799999968,"GPS",14,22581706.8884712,2.56,118667716.234289,0.016,1450.054,1.024,44,0
"17308",126871.799999968,"Glonass",11,20884641.7854452,1.28,111601193.832222,0.012,3312.628,0.512,44,0
"17309",126871.799999968,"GPS",6,22799435.2358089,20.48,119811840.430267,0.06,956.2399,8.192,32,1
"17310",126871.799999968,"GPS",24,21364456.8420012,5.12,112270979.605682,0.012,-2293.267,2.048,47,0
"17311",126871.799999968,"GPS",17,25216286.5318937,40.96,132512479.692144,0.06,-3130.017,16.384,12,1
"17312",126871.799999968,"GPS",2,23354441.5748463,20.48,122728417.871078,0.06,2812.158,8.192,38,1
"17313",126871.799999968,"GPS",25,21135356.2008503,5.12,111067052.615814,0.028,2445.686,2.048,39,0
"17314",126871.999999968,"GPS",12,19827375.1388977,0.32,104193562.545224,0.004,105.9263,0.128,51,0
"17315",126871.999999968,"Glonass",20,19693238.863327,2.56,105308615.974377,0.012,2036.302,1.024,36,0
"17316",126871.999999968,"Glonass",2,22641849.5481545,2.56,120821497.838954,0.012,1044.509,1.024,46,1
"17317",126871.999999968,"GPS",32,22209135.5391017,20.48,116709794.379689,0.06,485.498,8.192,41,0
"17318",126871.999999968,"Glonass",10,19092086.5999292,0.32,101771609.334352,0.004,-48.37842,0.128,47,0
"17319",126871.999999968,"Glonass",21,22478257.8236706,20.48,120285740.203063,0.06,4743.103,8.192,26,1
"17320",126871.999999968,"GPS",29,23676992.7519384,5.12,124423467.468641,0.012,4114.235,1.024,43,0
"17321",126871.999999968,"Glonass",19,20889821.393925,20.48,111746505.880235,0.06,-2432.52,8.192,35,0
"17322",126871.999999968,"GPS",14,22581651.9246478,2.56,118667426.468489,0.012,1449.884,1.024,42,0
"17323",126871.999999968,"Glonass",11,20884517.8932618,1.28,111600531.108706,0.012,3313.91,0.512,44,0
"17324",126871.999999968,"GPS",6,22799398.2544349,20.48,119811645.741463,0.06,941.4312,8.192,32,1
"17325",126871.999999968,"Glonass",9,21771824.5668391,20.48,116096925.959543,0.06,-3014.135,8.192,29,1
"17326",126871.999999968,"GPS",24,21364544.1541657,2.56,112271438.36612,0.012,-2293.657,1.024,45,0
"17327",126871.999999968,"GPS",17,25216407.6713053,40.96,132513116.696273,0.06,-3130.017,16.384,12,1
"17328",126871.999999968,"GPS",2,23354336.3587585,20.48,122727865.748328,0.06,2793.408,8.192,38,1
"17329",126871.999999968,"GPS",25,21135262.7811096,5.12,111066555.354354,0.02,2445.53,1.024,44,0
"17330",126872.199999968,"GPS",12,19827371.1558855,0.32,104193541.400187,0.004,105.5637,0.128,51,0
"17331",126872.199999968,"Glonass",20,19693163.6572511,2.56,105308208.753453,0.012,2036.326,1.024,36,0
"17332",126872.199999968,"Glonass",2,22641810.9439103,2.56,120821288.807958,0.016,1045.26,1.024,45,1
"17333",126872.199999968,"GPS",32,22209117.2250982,10.24,116709698.305109,0.06,483.5449,4.096,37,0
"17334",126872.199999968,"Glonass",1,22785674.7667339,20.48,121802510.623341,0.06,-2503.07,8.192,30,1
"17335",126872.199999968,"Glonass",10,19092088.4889153,0.32,101771619.006728,0.004,-48.09985,0.128,46,0
"17336",126872.199999968,"Glonass",21,22478081.1620287,40.96,120284794.849343,0.06,4724.193,16.384,25,1
"17337",126872.199999968,"GPS",29,23676833.9200566,5.12,124422644.554999,0.012,4114.073,1.024,42,0
"17338",126872.199999968,"Glonass",19,20889913.7186645,20.48,111747000.077911,0.06,-2429.688,8.192,32,0
"17339",126872.199999968,"GPS",14,22581597.0175377,5.12,118667093.154343,0.06,1454.102,2.048,40,0
"17340",126872.199999968,"Glonass",11,20884393.8004009,2.56,111599868.387787,0.012,3313.123,1.024,45,0
"17341",126872.199999968,"Glonass",9,21771941.1299311,20.48,116097547.382573,0.06,-3008.695,8.192,29,1
"17342",126872.199999968,"GPS",24,21364631.4750553,2.56,112271897.284148,0.008,-2294.677,1.024,47,0
"17343",126872.199999968,"GPS",17,25216528.86743,40.96,132513753.129338,0.06,-3140.026,16.384,11,1
"17344",126872.199999968,"GPS",2,23354232.3423731,20.48,122727318.488988,0.06,2786.475,8.192,34,1
"17345",126872.199999968,"GPS",25,21135173.374919,5.12,111066066.021913,0.02,2445.509,1.024,43,0
"17346",126872.399999968,"GPS",12,19827367.2077738,0.32,104193520.320327,0.004,105.2241,0.128,52,0
"17347",126872.399999968,"Glonass",20,19693087.1685842,5.12,105307803.000573,0.06,2039.258,2.048,32,0
"17348",126872.399999968,"Glonass",2,22641770.5946444,2.56,120821079.929619,0.016,1044.305,1.024,45,1
"17349",126872.399999968,"GPS",32,22209099.5305774,10.24,116709604.9454,0.06,470.2148,8.192,34,0
"17350",126872.399999968,"Glonass",1,22785770.2412377,20.48,121803021.077164,0.06,-2504.023,8.192,30,1
"17351",126872.399999968,"Glonass",10,19092090.3168256,0.32,101771628.739392,0.004,-48.65332,0.128,47,0
"17352",126872.399999968,"Glonass",21,22477904.8406662,20.48,120283851.82587,0.06,4751.825,8.192,25,1
"17353",126872.399999968,"GPS",29,23676679.6688569,5.12,124421821.707058,0.012,4114.326,1.024,42,0
"17354",126872.399999968,"Glonass",19,20890006.2528066,10.24,111747495.375738,0.06,-2420.41,4.096,38,0
"17355",126872.399999968,"GPS",14,22581541.9664633,10.24,118666803.448091,0.028,1450.417,4.096,39,0
"17356",126872.399999968,"Glonass",11,20884269.7162652,5.12,111599205.248383,0.06,3318.506,2.048,45,0
"17357",126872.399999968,"GPS",6,22799329.8015933,20.48,119811286.460214,0.06,940.7583,8.192,35,1
"17358",126872.399999968,"Glonass",9,21772056.3144558,10.24,116098162.41426,0.06,-3013.242,8.192,29,1
"17359",126872.399999968,"GPS",24,21364718.686881,2.56,112272356.203568,0.008,-2295.502,1.024,45,0
"17360",126872.399999968,"GPS",17,25216648.6980752,40.96,132514383.135066,0.06,-3140.026,16.384,10,1
"17361",126872.399999968,"GPS",2,23354128.7404304,20.48,122726774.119743,0.06,2788.916,8.192,36,1
"17362",126872.399999968,"GPS",25,21135088.0695296,5.12,111065576.350861,0.02,2454.489,1.024,39,0
"17363",126872.599999968,"GPS",12,19827363.4428893,0.32,104193499.199657,0.004,105.2815,0.128,52,0
"17364",126872.599999968,"Glonass",20,19693011.6745797,10.24,105307398.864669,0.028,2036.844,4.096,35,0
"17365",126872.599999968,"Glonass",2,22641732.4877314,2.56,120820871.080208,0.016,1044.156,1.024,45,1
"17366",126872.599999968,"GPS",32,22209081.8273315,20.48,116709512.635287,0.06,487.5977,8.192,37,1
"17367",126872.599999968,"Glonass",10,19092092.1098355,0.32,101771638.419383,0.004,-48.58032,0.128,47,0
"17368",126872.599999968,"Glonass",21,22477727.9870719,20.48,120282905.686301,0.06,4730.524,8.192,25,1
"17369",126872.599999968,"GPS",29,23676523.480683,5.12,124420998.820286,0.012,4114.51,1.024,42,0
"17370",126872.599999968,"Glonass",19,20890096.9721261,20.48,111747980.706113,0.06,-2421.924,8.192,35,0
"17371",126872.599999968,"GPS",14,22581486.9284766,10.24,118666514.500479,0.06,1451.611,4.096,37,0
"17372",126872.599999968,"Glonass",11,20884145.68448,5.12,111598542.261078,0.028,3314.288,2.048,42,0
"17373",126872.599999968,"GPS",6,22799292.7286057,20.48,119811091.669983,0.06,935.6414,8.192,31,1
"17374",126872.599999968,"Glonass",9,21772168.1572638,10.24,116098758.962542,0.06,-3015.611,4.096,33,1
"17375",126872.599999968,"GPS",24,21364805.8768939,1.28,112272814.992249,0.008,-2293.563,0.512,48,0
"17376",126872.599999968,"GPS",2,23354025.6925321,10.24,122726233.343985,0.06,2791.748,4.096,38,1
"17377",126872.599999968,"GPS",25,21134995.0729567,5.12,111065148.639186,0.06,2446.045,2.048,36,0
"17378",126872.799999968,"GPS",12,19827359.5820286,0.32,104193478.145559,0.004,105.3621,0.128,52,0
"17379",126872.799999968,"Glonass",20,19692935.9537224,5.12,105306991.554479,0.024,2036.576,4.096,38,0
"17380",126872.799999968,"Glonass",2,22641692.3653182,2.56,120820662.31723,0.016,1043.565,1.024,44,1
"17381",126872.799999968,"GPS",32,22209063.9626711,10.24,116709418.594081,0.06,489.0869,4.096,36,1
"17382",126872.799999968,"Glonass",1,22785963.1272195,20.48,121804052.179721,0.06,-2504.291,8.192,29,1
"17383",126872.799999968,"Glonass",10,19092093.9290207,0.32,101771648.089153,0.004,-48.37646,0.128,47,0
"17384",126872.799999968,"Glonass",21,22477550.836824,40.96,120281957.216176,0.06,4760.73,16.384,25,1
"17385",126872.799999968,"GPS",29,23676359.5358873,5.12,124420176.134595,0.016,4112.52,1.024,38,1
"17386",126872.799999968,"Glonass",19,20890187.7176209,20.48,111748466.108852,0.06,-2421.729,8.192,34,1
"17387",126872.799999968,"GPS",22,25507518.7561953,81.92,134042914.807422,0.06,150.7813,16.384,35,1
"17388",126872.799999968,"GPS",14,22581432.2831197,10.24,118666226.947148,0.06,1443.506,4.096,39,0
"17389",126872.799999968,"Glonass",11,20884022.1849265,5.12,111597880.060185,0.028,3310.309,2.048,44,0
"17390",126872.799999968,"Glonass",9,21772280.2792754,10.24,116099356.627841,0.024,-3019.483,4.096,42,1
"17391",126872.799999968,"GPS",24,21364893.0407315,1.28,112273273.785369,0.008,-2292.78,0.512,47,0
"17392",126872.799999968,"GPS",2,23353921.1221023,10.24,122725683.21102,0.06,2795.605,8.192,33,1
"17393",126872.799999968,"GPS",25,21134907.4336007,10.24,111064687.798911,0.028,2447.938,4.096,38,0
"17394",126872.999999968,"GPS",12,19827355.5510283,0.32,104193457.113728,0.004,104.6733,0.128,51,0
"17395",126872.999999968,"Glonass",20,19692859.7006334,5.12,105306584.17359,0.024,2038.601,2.048,35,0
"17396",126872.999999968,"Glonass",2,22641653.2375675,5.12,120820199.6953,0.06,1043.945,2.048,42,1
"17397",126872.999999968,"GPS",32,22209046.0282098,10.24,116709323.746322,0.06,486.8164,4.096,36,1
"17398",126872.999999968,"Glonass",1,22786061.1058295,20.48,121804576.697537,0.06,-2508.53,8.192,29,1
"17399",126872.999999968,"Glonass",10,19092095.7220305,0.32,101771657.722318,0.004,-48.71826,0.128,46,0
"17400",126872.999999968,"Glonass",21,22477372.883866,20.48,120281005.24059,0.06,4743.199,8.192,25,1
"17401",126872.999999968,"GPS",29,23676205.5420783,10.24,124419299.843961,0.06,4097.266,4.096,36,1
"17402",126872.999999968,"Glonass",19,20890278.7423192,10.24,111748952.340205,0.028,-2425.073,4.096,37,1
"17403",126872.999999968,"GPS",22,25507499.7572708,40.96,134042815.54469,0.06,146.3867,8.192,30,1
"17404",126872.999999968,"GPS",14,22581377.5243364,10.24,118665939.374048,0.06,1460.156,8.192,34,0
"17405",126872.999999968,"Glonass",11,20883897.8564877,5.12,111597217.890584,0.024,3310.357,2.048,44,0
"17406",126872.999999968,"GPS",6,22799211.8250337,20.48,119810666.005316,0.06,948.509,8.192,35,1
"17407",126872.999999968,"Glonass",9,21772390.9529188,10.24,116099960.304183,0.024,-3016.982,4.096,33,1
"17408",126872.999999968,"GPS",24,21364980.27437,1.28,112273732.533501,0.008,-2292.782,0.512,46,0
"17409",126872.999999968,"GPS",2,23353819.2171932,10.24,122725147.54645,0.028,2791.891,4.096,37,1
"17410",126872.999999968,"GPS",25,21134821.3211387,10.24,111064234.831677,0.06,2446.924,4.096,34,0
"17411",126873.199999968,"GPS",12,19827351.4676774,0.32,104193436.103512,0.004,105.1978,0.128,52,0
"17412",126873.199999968,"Glonass",20,19692783.6394969,5.12,105306179.877085,0.02,2037.658,2.048,35,0
"17413",126873.199999968,"Glonass",2,22641616.3085442,10.24,120820002.235659,0.06,1050.977,4.096,41,1
"17414",126873.199999968,"GPS",32,22209027.932334,20.48,116709228.924424,0.06,486.0352,8.192,34,1
"17415",126873.199999968,"Glonass",1,22786156.0044762,20.48,121805083.47292,0.06,-2505.765,8.192,29,1
"17416",126873.199999968,"Glonass",10,19092097.3667136,0.32,101771667.287087,0.004,-47.44995,0.128,46,0
"17417",126873.199999968,"Glonass",21,22477194.5906288,40.96,120280050.874879,0.06,4774.45,16.384,24,1
"17418",126873.199999968,"GPS",29,23676052.4338679,20.48,124418494.438274,0.06,4114.063,8.192,44,1
"17419",126873.199999968,"Glonass",19,20890370.3777751,10.24,111749442.700172,0.032,-2429.427,4.096,31,1
"17420",126873.199999968,"GPS",14,22581327.9526304,10.24,118665678.714089,0.028,1458.087,4.096,33,1
